employee_id,name,age,salary,join_date,department,gender,country,city,weight_kg,is_active,review,price,target
12121,Grace A.,42.0,87395.0,2015-10-29,Hr,Male,Bangladesh,Sylhet,58.1,True,No Review,13.31,0
8075,Hasan I.,64.0,116574.0,2010-01-27,Marketing,Male,Bangladesh,Sylhet,52.2,True,No Review,340.53,0
5519,Grace O.,44.0,15000.0,2016-04-13,Hr,Male,United States,Dhaka,87.9,True,No Review,422.01,0
7172,Diana E.,42.0,59064.0,2017-07-12,Hr,Male,United States,Khulna,109.6,True,No Review,343.66,0
1004,John P.,62.0,116319.0,2010-04-11,Finance,Male,United States,Rajshahi,60.4,True,No Review,244.98000000000002,0
1579,Eve K.,34.0,74404.5,2024-01-25,Sales,Female,United States,Sylhet,98.0,True,No Review,244.98000000000002,0
15686,Charlie I.,26.0,32348.0,2024-11-15,Sales,Female,Bangladesh,Khulna,105.5,True,No Review,219.28,0
13401,Diana R.,41.0,44491.0,2018-09-16,Hr,Female,United States,Dhaka,100.5,True,No Review,447.38,1
13337,Bob G.,63.0,93262.0,2016-04-04,Engineering,Female,Bangladesh,Dhaka,120.0,True,No Review,244.98000000000002,0
11618,Eve H.,26.0,67244.0,2024-01-17,Sales,Male,Bangladesh,Sylhet,121.7,True,No Review,193.64,0
16936,Diana F.,65.0,61003.0,2023-06-02,Engineering,Male,United States,Khulna,53.9,True,No Review,471.47,0
17902,Alice I.,32.0,59650.0,2017-07-12,Hr,Female,Bangladesh,Rajshahi,100.4,True,No Review,340.32,0
7852,Alice X.,36.0,83430.0,2017-07-12,Hr,Female,United States,Rajshahi,93.6,True,No Review,374.55,0
13466,John V.,21.0,15000.0,2012-07-20,Engineering,Female,Bangladesh,Khulna,95.8,True,No Review,270.13,0
16635,Eve F.,26.0,51320.0,2013-12-24,Engineering,Male,Bangladesh,Sylhet,105.7,True,No Review,251.75,0
48,Ira E.,41.0,101013.0,2013-08-28,Engineering,Male,Bangladesh,Dhaka,115.0,True,No Review,318.78,0
13167,John I.,22.0,103498.0,2020-11-21,Engineering,Female,United States,Dhaka,48.5,True,No Review,171.5,0
7396,John N.,50.0,30614.0,2013-10-04,Sales,Male,Bangladesh,Khulna,129.6,True,No Review,484.89,0
1491,Hasan D.,60.0,97526.0,2018-02-10,Hr,Male,United States,Khulna,61.6,True,No Review,259.99,0
8084,Alice S.,22.0,103583.0,2018-02-10,Engineering,Male,Bangladesh,Chattogram,100.0,True,No Review,112.24,0
7525,Eve C.,18.0,114059.0,2015-10-30,Marketing,Male,United States,Dhaka,122.9,True,No Review,68.81,0
18126,Frank K.,45.0,71451.0,2012-10-15,Marketing,Male,United States,Rajshahi,45.2,True,No Review,390.44,0
4349,Eve C.,48.0,107269.0,2011-05-16,Marketing,Female,United States,Khulna,77.8,True,No Review,334.78,0
10449,Eve B.,49.0,52547.0,2013-01-18,Marketing,Male,United States,Dhaka,46.9,True,No Review,39.29,0
6658,Hasan T.,32.0,71777.0,2017-07-12,Engineering,Female,Bangladesh,Rajshahi,115.9,True,No Review,454.49,0
7283,Grace H.,58.0,38734.0,2019-12-08,Hr,Female,Bangladesh,Sylhet,96.3,True,No Review,480.21,0
19931,Frank M.,28.0,80526.0,2015-07-08,Sales,Female,United Kingdom,Khulna,46.9,True,No Review,437.55,0
9199,Hasan F.,31.0,32158.0,2015-07-28,Marketing,Male,Bangladesh,Chattogram,122.5,True,No Review,20.07,0
12895,Grace C.,51.0,95849.0,2011-01-01,Marketing,Female,United States,Sylhet,86.0,True,No Review,213.0,0
16626,Hasan C.,39.0,98588.0,2017-07-12,Engineering,Female,United Kingdom,Sylhet,72.9,True,No Review,61.23,0
5872,Ira O.,26.0,94765.0,2016-07-19,Finance,Female,Bangladesh,Rajshahi,84.8,True,No Review,137.22,0
16355,Grace A.,36.0,115296.0,2012-09-09,Hr,Male,United Kingdom,Chattogram,71.9,True,No Review,311.67,0
4093,Diana N.,36.0,91952.0,2012-05-09,Engineering,Female,United States,Khulna,75.7,True,No Review,95.03,0
10055,Bob E.,30.0,52760.0,2013-07-01,Sales,Male,United States,Khulna,126.3,True,No Review,37.23,0
18335,Frank S.,18.0,93894.0,2016-01-05,Sales,Male,Bangladesh,Chattogram,102.5,True,No Review,189.29,0
18619,Alice J.,61.0,63196.0,2017-07-12,Sales,Male,United States,Chattogram,110.3,True,No Review,28.71,0
15397,Eve X.,52.0,100121.0,2013-10-22,Sales,Male,Bangladesh,Khulna,115.5,True,No Review,239.81,0
3,Ira H.,51.0,92138.0,2022-06-11,Finance,Male,United States,Khulna,62.0,True,No Review,57.87,0
15424,Diana R.,52.0,86047.0,2018-03-08,Engineering,Female,Bangladesh,Rajshahi,85.9,True,No Review,66.36,0
13661,Charlie T.,64.0,50196.0,2015-08-29,Engineering,Male,United States,Rajshahi,97.3,True,No Review,249.81,0
5019,Bob J.,41.0,108292.0,2020-11-19,Hr,Female,United States,Khulna,48.8,True,No Review,78.32,0
2590,John H.,42.0,90436.0,2017-11-27,Finance,Male,United States,Sylhet,62.5,True,No Review,393.67,0
2314,Hasan T.,48.0,87976.0,2019-05-28,Engineering,Female,United States,Khulna,128.2,True,No Review,304.52,0
5992,Bob I.,57.0,102038.0,2019-05-28,Finance,Male,United States,Rajshahi,45.6,True,No Review,145.04,0
14152,Eve A.,52.0,56265.0,2017-07-12,Marketing,Female,United Kingdom,Chattogram,120.7,True,No Review,79.53,0
12463,Diana I.,24.0,74404.5,2023-06-05,Hr,Female,Bangladesh,Dhaka,57.5,True,No Review,244.98000000000002,1
14789,Frank Y.,20.0,99024.0,2014-07-28,Engineering,Female,United Kingdom,Rajshahi,101.5,True,No Review,238.17,0
4060,Alice X.,23.0,98596.0,2024-10-01,Sales,Female,United States,Sylhet,90.0,True,No Review,243.32,1
18250,Frank D.,30.0,105097.0,2019-08-20,Engineering,Male,Bangladesh,Sylhet,128.9,True,No Review,90.87,0
8902,Grace Z.,56.0,59116.0,2015-03-21,Marketing,Male,United States,Rajshahi,102.1,True,No Review,110.36,0
1185,Diana H.,56.0,59079.0,2012-03-04,Sales,Male,United States,Chattogram,60.0,True,No Review,190.42,0
2747,Charlie L.,40.0,60409.0,2015-11-25,Engineering,Female,United States,Sylhet,123.0,True,No Review,405.17,0
5758,Bob N.,22.0,95964.0,2024-01-16,Hr,Male,Bangladesh,Khulna,116.2,True,No Review,333.39,0
16290,Grace R.,60.0,37882.0,2017-07-12,Sales,Female,United States,Rajshahi,60.7,True,No Review,291.44,0
13110,Charlie X.,50.0,49466.0,2022-03-24,Sales,Female,United Kingdom,Sylhet,93.4,True,No Review,217.58,0
16035,Hasan V.,53.0,15000.0,2017-03-01,Marketing,Female,Bangladesh,Chattogram,48.2,True,No Review,385.13,0
5192,Grace Q.,35.0,113301.0,2022-12-19,Hr,Male,Bangladesh,Rajshahi,83.0,True,No Review,249.14,0
6979,Charlie Q.,44.0,15000.0,2014-03-06,Engineering,Female,United States,Sylhet,47.5,True,No Review,113.31,0
2997,Hasan S.,62.0,112754.0,2014-07-02,Marketing,Female,United Kingdom,Rajshahi,100.0,True,No Review,158.09,0
10229,Eve C.,63.0,30490.0,2023-12-11,Hr,Male,United States,Sylhet,81.3,True,No Review,420.64,0
11759,Alice B.,20.0,109515.0,2011-09-30,Marketing,Male,United States,Chattogram,91.9,True,No Review,183.62,0
4128,Charlie V.,42.0,73617.0,2013-10-27,Hr,Male,United States,Dhaka,96.9,True,No Review,59.31,0
3727,Charlie M.,52.0,78634.0,2012-08-19,Engineering,Female,United States,Sylhet,84.8,True,No Review,153.64,0
8387,Alice Y.,30.0,50527.0,2017-07-12,Sales,Female,United Kingdom,Chattogram,115.0,True,No Review,244.98000000000002,1
6839,Grace X.,41.0,84114.0,2020-06-25,Hr,Female,United States,Chattogram,126.6,True,No Review,434.74,0
4130,Eve D.,41.0,44735.0,2015-05-31,Engineering,Female,Bangladesh,Rajshahi,108.4,True,No Review,251.04,0
541,Ira B.,38.0,31297.0,2017-07-12,Finance,Male,United States,Rajshahi,89.0,True,No Review,226.51,1
6284,Bob E.,50.0,78938.0,2020-10-24,Marketing,Male,Bangladesh,Rajshahi,74.4,True,No Review,82.51,0
1392,Frank I.,45.0,80966.0,2020-10-24,Hr,Male,Bangladesh,Khulna,49.5,True,No Review,452.4,0
19077,Diana E.,52.0,77816.0,2020-08-15,Engineering,Male,United States,Rajshahi,114.5,True,No Review,468.86,0
1113,Frank H.,33.0,114401.0,2023-02-16,Finance,Male,Bangladesh,Dhaka,104.0,True,No Review,195.08,0
7997,Eve S.,49.0,56282.0,2018-01-09,Sales,Male,United States,Dhaka,65.7,True,No Review,18.22,0
15222,Eve G.,61.0,52093.0,2011-10-05,Marketing,Male,United States,Chattogram,86.8,True,No Review,97.61,0
14049,Ira K.,56.0,112921.0,2019-01-14,Finance,Female,Bangladesh,Chattogram,48.2,True,No Review,201.2,0
18873,Eve X.,34.0,59343.0,2019-01-14,Engineering,Male,Bangladesh,Dhaka,50.4,True,No Review,417.23,0
12850,Ira Q.,51.0,37287.0,2017-07-12,Marketing,Female,United Kingdom,Chattogram,124.9,True,No Review,141.0,0
2458,Ira B.,62.0,60399.0,2010-04-11,Finance,Male,Bangladesh,Chattogram,118.1,True,No Review,469.94,0
13357,Grace M.,32.0,114893.0,2011-08-02,Hr,Female,Bangladesh,Chattogram,56.4,True,No Review,380.01,0
17203,Grace J.,35.0,89819.0,2022-05-16,Marketing,Male,United States,Chattogram,66.8,True,No Review,99.54,0
18798,John Q.,58.0,103402.0,2018-06-08,Sales,Female,United States,Sylhet,116.8,True,No Review,63.6,0
5679,Ira C.,21.0,74665.0,2016-06-04,Engineering,Female,Bangladesh,Dhaka,83.5,True,No Review,497.81,0
11739,Charlie R.,41.0,117077.0,2014-11-19,Engineering,Female,Bangladesh,Chattogram,80.3,True,No Review,30.93,0
6266,Hasan U.,41.0,64846.0,2021-02-09,Engineering,Male,Bangladesh,Dhaka,49.4,True,No Review,346.91,0
13682,Diana K.,35.0,89922.0,2023-11-11,Sales,Male,United Kingdom,Chattogram,112.6,True,No Review,175.86,0
2870,Eve U.,45.0,101753.0,2023-02-13,Sales,Female,United Kingdom,Dhaka,75.1,True,No Review,264.56,0
8164,Diana I.,44.0,112673.0,2015-04-18,Sales,Female,United States,Khulna,101.1,True,No Review,276.06,0
5522,John M.,45.0,107410.0,2017-07-12,Engineering,Female,United States,Rajshahi,101.9,True,No Review,467.09,0
7045,Grace A.,19.0,96566.0,2017-07-12,Sales,Male,United States,Rajshahi,60.4,True,No Review,244.98000000000002,0
8245,Diana T.,50.0,107369.0,2024-02-21,Engineering,Male,Bangladesh,Chattogram,45.5,True,No Review,293.92,0
5094,John L.,37.0,88217.0,2019-01-09,Sales,Male,United Kingdom,Dhaka,124.1,True,No Review,412.3,0
6779,Ira F.,57.0,84733.0,2012-03-26,Finance,Male,United States,Chattogram,77.0,True,No Review,86.12,1
17023,Frank P.,27.0,63965.0,2017-07-12,Engineering,Female,United States,Khulna,90.2,True,No Review,486.67,0
8493,Frank G.,41.0,63465.0,2015-08-13,Finance,Male,Bangladesh,Rajshahi,72.1,True,No Review,55.31,0
4037,Grace Y.,41.0,61289.0,2015-10-20,Engineering,Female,United States,Sylhet,48.8,True,No Review,464.24,1
1235,Charlie G.,62.0,67374.0,2017-07-12,Engineering,Female,Bangladesh,Khulna,93.7,True,No Review,76.41,0
2239,Frank M.,45.0,66203.0,2011-08-21,Sales,Female,Bangladesh,Rajshahi,110.7,True,No Review,71.04,0
2686,Hasan R.,64.0,104766.0,2018-02-07,Sales,Female,United Kingdom,Sylhet,128.8,True,No Review,454.56,0
13556,Bob R.,18.0,47609.0,2023-09-04,Finance,Female,United States,Dhaka,117.0,True,No Review,61.21,0
461,Bob T.,50.0,78015.0,2014-07-30,Finance,Female,United States,Khulna,92.0,True,No Review,191.85,0
7657,Eve E.,54.0,53291.0,2021-04-21,Marketing,Female,Bangladesh,Rajshahi,86.8,True,No Review,352.8,0
11235,Diana I.,26.0,42562.0,2011-08-08,Finance,Female,Bangladesh,Sylhet,123.2,True,No Review,294.21,0
14066,Charlie U.,43.0,68188.0,2011-07-23,Marketing,Female,United States,Sylhet,74.7,True,No Review,127.86,0
11499,Frank K.,42.0,38414.0,2017-07-12,Finance,Male,United States,Dhaka,124.4,True,No Review,211.96,0
15607,Eve M.,62.0,117391.0,2024-05-20,Engineering,Male,Bangladesh,Khulna,129.8,True,No Review,217.83,0
14903,Hasan P.,51.0,115761.0,2017-07-12,Marketing,Male,Bangladesh,Rajshahi,118.6,True,No Review,27.1,0
4165,John M.,48.0,113670.0,2017-07-12,Finance,Female,Bangladesh,Chattogram,67.1,True,No Review,441.61,0
18399,Frank R.,41.0,60963.0,2012-04-06,Sales,Male,United States,Khulna,69.9,True,No Review,448.53,0
6736,Charlie Q.,61.0,71850.0,2021-08-11,Marketing,Male,United States,Sylhet,93.6,True,No Review,183.15,0
7357,Hasan P.,23.0,93346.0,2011-02-15,Sales,Female,Bangladesh,Dhaka,86.3,True,No Review,247.47,1
2066,Diana A.,48.0,83926.0,2017-07-12,Hr,Male,Bangladesh,Khulna,80.6,True,No Review,254.75,0
12858,Grace L.,57.0,44766.0,2015-10-06,Engineering,Male,United Kingdom,Dhaka,121.0,True,No Review,452.78,0
5838,Eve C.,55.0,88144.0,2010-09-12,Engineering,Female,United Kingdom,Khulna,117.3,True,No Review,153.34,0
3220,Diana E.,42.0,92451.0,2014-11-23,Hr,Male,Bangladesh,Chattogram,106.0,True,No Review,293.32,0
9556,Bob A.,63.0,78797.0,2022-02-18,Sales,Male,United Kingdom,Chattogram,75.0,True,No Review,495.64,0
19723,Hasan O.,18.0,89578.0,2022-02-18,Marketing,Male,Bangladesh,Rajshahi,100.0,True,No Review,81.07,0
15736,Hasan F.,57.0,30127.0,2024-09-13,Marketing,Male,Bangladesh,Sylhet,102.9,True,No Review,498.61,0
5514,Alice R.,38.0,74404.5,2023-06-15,Engineering,Male,United States,Sylhet,73.9,True,No Review,202.34,0
12086,Hasan W.,27.0,43825.0,2014-02-03,Engineering,Female,United States,Sylhet,86.8,True,No Review,276.06,0
8156,Alice Z.,31.0,71414.0,2024-10-06,Hr,Male,Bangladesh,Sylhet,87.5,True,No Review,243.84,0
16402,John K.,27.0,101010.0,2019-05-14,Hr,Male,United States,Dhaka,106.0,True,No Review,136.59,0
16647,Diana L.,27.0,82719.0,2023-01-08,Hr,Female,United States,Dhaka,107.8,True,No Review,12.82,0
15559,Frank I.,59.0,54120.0,2016-11-12,Marketing,Male,United States,Sylhet,86.8,True,No Review,23.4,0
3079,Diana V.,51.0,67808.0,2011-01-05,Finance,Female,United States,Rajshahi,87.5,True,No Review,256.64,0
14769,Grace F.,30.0,31633.0,2014-10-29,Sales,Female,United States,Dhaka,125.0,True,No Review,12.14,0
9145,Ira D.,33.0,163212.0,2014-04-13,Finance,Male,United States,Sylhet,80.8,True,No Review,91.95,0
17580,Hasan K.,48.0,99603.0,2012-04-19,Engineering,Female,United Kingdom,Dhaka,53.3,True,No Review,291.26,0
6415,Frank H.,38.0,74404.5,2021-05-19,Engineering,Female,Bangladesh,Sylhet,122.1,True,No Review,348.92,0
810,Alice P.,46.0,59694.0,2021-05-19,Hr,Female,United States,Rajshahi,81.3,True,No Review,312.02,0
16448,Charlie B.,42.0,66436.0,2016-07-05,Sales,Male,United States,Sylhet,66.6,True,No Review,233.19,0
1086,Alice C.,31.0,59968.0,2020-11-30,Sales,Female,Bangladesh,Chattogram,80.7,True,No Review,199.48,0
6531,Bob F.,42.0,91144.0,2019-09-03,Hr,Male,United Kingdom,Rajshahi,108.0,True,No Review,447.06,0
10370,Hasan O.,51.0,51892.0,2015-07-01,Finance,Male,Bangladesh,Dhaka,84.8,True,No Review,215.78,0
8958,Hasan I.,58.0,84282.0,2019-08-07,Marketing,Female,Bangladesh,Rajshahi,46.6,True,No Review,346.34,0
1604,Alice X.,52.0,119673.0,2014-08-09,Finance,Male,Bangladesh,Khulna,102.5,True,No Review,272.79,0
12452,Bob G.,27.0,96205.0,2017-07-12,Finance,Female,United States,Khulna,90.3,True,No Review,244.98000000000002,0
17277,Diana E.,41.0,103459.0,2016-01-20,Finance,Male,United States,Sylhet,75.1,True,No Review,492.76,0
436,Charlie S.,29.0,54295.0,2020-08-27,Marketing,Male,United States,Chattogram,75.9,True,No Review,265.25,0
4712,Ira D.,44.0,32663.0,2019-01-30,Finance,Female,United States,Sylhet,58.0,True,No Review,100.27,0
10956,Bob V.,41.0,43710.0,2015-05-19,Hr,Female,Bangladesh,Khulna,100.7,True,No Review,244.79,0
18315,John T.,28.0,63469.0,2017-07-12,Engineering,Female,United States,Dhaka,125.3,True,No Review,30.9,0
18915,Bob Y.,20.0,61398.0,2017-07-12,Sales,Female,United States,Chattogram,110.8,True,No Review,313.33,0
13899,Charlie O.,41.0,118396.0,2017-10-13,Engineering,Female,Bangladesh,Dhaka,126.0,True,No Review,77.66,1
3744,Bob P.,52.0,119209.0,2019-08-22,Hr,Male,Bangladesh,Khulna,49.2,True,No Review,347.27,0
7489,Ira S.,34.0,43933.0,2014-06-27,Sales,Female,United States,Dhaka,109.1,True,No Review,403.36,0
5247,Charlie P.,56.0,64346.0,2012-06-01,Marketing,Female,Bangladesh,Dhaka,88.8,True,No Review,83.56,0
1855,Ira K.,40.0,40989.0,2013-01-30,Engineering,Female,United States,Sylhet,76.2,True,No Review,281.02,0
1806,Grace C.,42.0,40291.0,2017-07-12,Finance,Female,United States,Rajshahi,64.5,True,No Review,164.16,0
19823,Ira P.,20.0,108757.0,2017-11-14,Hr,Male,United States,Chattogram,112.9,True,No Review,244.98000000000002,0
1122,Diana L.,22.0,107326.0,2020-05-21,Engineering,Female,United Kingdom,Khulna,110.0,True,No Review,159.56,1
16953,Bob R.,61.0,88158.0,2010-03-21,Hr,Female,United States,Dhaka,85.8,True,No Review,476.28,0
7819,Bob G.,63.0,35712.0,2017-07-12,Hr,Male,United States,Dhaka,108.1,True,No Review,246.11,0
13404,Charlie U.,42.0,81474.0,2013-12-02,Hr,Female,United States,Chattogram,62.6,True,No Review,52.61,0
12345,Ira R.,40.0,60088.0,2024-03-12,Finance,Male,United States,Rajshahi,55.3,True,No Review,421.37,0
6766,Charlie J.,63.0,47000.0,2017-07-12,Engineering,Female,Bangladesh,Khulna,86.0,True,No Review,289.47,0
10885,Alice F.,63.0,89431.0,2010-11-18,Finance,Female,United States,Sylhet,64.9,True,No Review,42.55,0
17511,Bob N.,45.0,102069.0,2022-03-08,Hr,Male,United Kingdom,Chattogram,111.8,True,No Review,333.06,0
11704,Bob I.,41.0,74086.0,2022-03-08,Engineering,Male,Bangladesh,Khulna,72.3,True,No Review,277.82,0
3783,Diana G.,53.0,111865.0,2017-07-12,Marketing,Male,United States,Chattogram,104.4,True,No Review,147.77,0
1254,Hasan U.,65.0,96174.0,2024-11-09,Engineering,Male,United States,Dhaka,90.4,True,No Review,393.63,0
4395,Diana F.,39.0,107748.0,2014-07-16,Marketing,Female,Bangladesh,Sylhet,109.9,True,No Review,370.63,0
15294,Ira K.,39.0,70630.0,2012-04-06,Sales,Male,United Kingdom,Khulna,127.8,True,No Review,148.66,0
15656,Grace I.,65.0,85621.0,2016-08-11,Marketing,Female,Bangladesh,Dhaka,100.9,True,No Review,297.74,0
5890,John S.,18.0,52980.0,2013-02-11,Marketing,Male,Bangladesh,Sylhet,94.0,True,No Review,47.59,0
9716,Frank A.,41.0,84594.0,2013-09-10,Engineering,Female,Bangladesh,Sylhet,90.0,True,No Review,411.78,0
2960,Alice P.,63.0,89510.0,2024-06-10,Hr,Female,United States,Sylhet,76.2,True,No Review,20.93,0
15695,Eve E.,31.0,15000.0,2012-09-27,Marketing,Female,Bangladesh,Khulna,74.0,True,No Review,106.84,0
5098,Bob N.,57.0,45736.0,2020-05-31,Finance,Male,United States,Rajshahi,102.7,True,No Review,7.32,0
7460,Diana X.,59.0,51148.0,2020-05-31,Hr,Female,United States,Khulna,90.0,True,No Review,21.39,0
12633,Ira Y.,45.0,82563.0,2017-07-08,Marketing,Male,Bangladesh,Rajshahi,107.0,True,No Review,28.18,0
6585,Diana R.,39.0,102685.0,2022-01-20,Engineering,Female,United States,Sylhet,68.7,True,No Review,293.28,0
7918,Diana X.,31.0,34571.0,2011-04-30,Hr,Male,United Kingdom,Rajshahi,80.5,True,No Review,263.71,0
11576,Alice G.,63.0,46948.0,2016-10-26,Marketing,Male,United States,Rajshahi,70.4,True,No Review,96.69,0
9071,John I.,45.0,109188.0,2019-03-14,Marketing,Female,United Kingdom,Dhaka,83.6,True,No Review,236.66,0
